4.375000,8.500000,10.500000,6.375000,2.125000
5.000000,8.500000,10.500000,6.750000,2.875000
5.000000,9.000000,10.500000,6.375000,2.875000
5.000000,9.500000,10.500000,7.125000,2.625000
4.375000,9.000000,10.500000,6.750000,2.625000
4.375000,9.500000,10.500000,6.375000,1.875000
5.937500,9.500000,10.500000,6.750000,2.500000
4.687500,9.500000,10.500000,6.375000,2.750000
5.312500,10.000000,9.750000,7.125000,2.875000
5.312500,9.500000,10.500000,7.125000,2.750000
4.375000,10.000000,10.500000,6.750000,2.500000
4.687500,9.000000,9.750000,7.125000,2.375000
5.312500,10.000000,9.750000,6.375000,2.875000
5.625000,9.000000,10.500000,6.375000,2.375000
4.062500,9.000000,10.500000,7.125000,2.750000
6.562500,10.000000,9.750000,7.125000,2.875000
4.375000,8.500000,10.500000,6.750000,2.625000
4.687500,9.000000,10.500000,7.125000,2.500000
5.625000,9.000000,10.500000,6.375000,2.000000
4.062500,9.500000,10.500000,6.750000,2.875000
