4.687500,9.000000,10.500000,6.750000,1.750000
5.000000,8.000000,11.250000,7.125000,2.250000
5.000000,9.500000,10.500000,7.125000,1.875000
4.687500,9.500000,10.500000,6.750000,2.250000
4.687500,9.000000,10.500000,6.750000,1.625000
4.375000,8.500000,11.250000,6.375000,2.375000
4.375000,9.000000,10.500000,6.750000,2.125000
4.375000,9.000000,11.250000,6.375000,2.000000
4.375000,8.500000,10.500000,6.750000,2.250000
3.437500,10.000000,10.500000,6.750000,2.375000
4.062500,9.000000,11.250000,6.375000,1.875000
5.000000,9.000000,11.250000,6.375000,2.375000
5.000000,9.500000,10.500000,6.750000,2.750000
4.687500,9.000000,11.250000,6.375000,1.875000
5.000000,9.500000,10.500000,6.375000,1.875000
5.000000,9.000000,11.250000,6.750000,2.625000
4.062500,9.500000,10.500000,6.375000,2.500000
5.000000,9.500000,10.500000,6.375000,2.000000
3.750000,9.500000,10.500000,6.750000,2.375000
4.687500,9.500000,10.500000,6.750000,2.000000
